MEASUREMENT,DATASET_SIZE,PERF_METRIC,JOULES,RUNTIME_S,CORE_COUNT,SORT_VARIANT
Sorting,250000.0,power/energy-pkg/,892.96,7.831604480743408,6.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,835.58,7.245953798294067,7.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,836.85,7.2755913734436035,7.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,840.12,7.250188827514648,7.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,838.63,7.243232727050781,7.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,836.94,7.238122463226318,7.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,782.21,6.71884298324585,8.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,781.95,6.70432186126709,8.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,783.60,6.712059736251831,8.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,782.14,6.696784257888794,8.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,782.87,6.701268434524536,8.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,745.12,6.351107120513916,9.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,746.40,6.329736948013306,9.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,743.21,6.323064565658569,9.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,744.03,6.3324949741363525,9.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,745.26,6.346040964126587,9.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,716.56,6.055758953094482,10.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,716.47,6.054809331893921,10.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,715.01,6.018162727355957,10.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,720.21,6.037023544311523,10.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,715.14,6.002923965454102,10.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,673.84,5.670602560043335,12.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,679.69,5.6553990840911865,12.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,673.19,5.651822566986084,12.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,674.63,5.630303382873535,12.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,676.55,5.633805274963379,12.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,612.36,5.153420448303223,16.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,613.50,5.162860870361328,16.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,617.40,5.189401388168335,16.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,630.51,5.2906763553619385,16.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,614.54,5.16412878036499,16.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,604.39,4.9706642627716064,20.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,591.12,4.881318092346191,20.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,589.28,4.902536153793335,20.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,598.55,4.944595575332642,20.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,599.67,4.939122915267944,20.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,633.40,5.1714887619018555,24.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,594.79,4.794008493423462,24.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,611.00,4.936237573623657,24.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,618.44,5.015345573425293,24.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,607.28,4.911240577697754,24.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,622.56,4.972499370574951,28.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,606.66,4.795271396636963,28.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,642.22,5.0681679248809814,28.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,631.78,4.953857898712158,28.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,619.92,4.9124367237091064,28.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,599.03,4.861886024475098,32.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,585.35,4.633888006210327,32.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,606.60,4.788789510726929,32.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,590.05,4.647737979888916,32.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,601.26,4.7341578006744385,32.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,557.01,4.417062997817993,36.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,589.49,4.699395418167114,36.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,597.47,4.780818700790405,36.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,587.79,4.634706497192383,36.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,627.81,4.937749624252319,36.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,560.87,4.491904973983765,40.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,580.78,4.647730588912964,40.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,600.50,4.737706899642944,40.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,592.06,4.71410346031189,40.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,584.00,4.669651746749878,40.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,558.00,4.539489507675171,44.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,578.67,4.635153293609619,44.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,590.46,4.731294870376587,44.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,566.84,4.546067476272583,44.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,537.63,4.340124845504761,44.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,571.05,4.5092785358428955,48.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,540.60,4.351449012756348,48.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,549.54,4.399461269378662,48.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,538.51,4.353369951248169,48.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,531.26,4.314146518707275,48.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,531.43,4.314834356307983,52.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,549.74,4.455844879150391,52.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,528.44,4.365478277206421,52.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,529.10,4.345541000366211,52.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,521.85,4.278249263763428,52.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,512.87,4.241741418838501,56.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,512.05,4.2301249504089355,56.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,522.63,4.348771333694458,56.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,517.80,4.238776445388794,56.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,530.18,4.444709062576294,56.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,525.48,4.288673162460327,60.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,502.19,4.1749913692474365,60.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,518.64,4.281162261962891,60.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,500.73,4.160034656524658,60.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,535.40,4.437101364135742,60.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,502.92,4.1914403438568115,64.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,508.37,4.257996082305908,64.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,498.53,4.161770343780518,64.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,535.50,4.443552732467651,64.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,510.64,4.253715991973877,64.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,487.64,4.0909037590026855,68.0,Parallel std::sort
